,0,1,2,3,4,5,6
0,0.00014478499180064597,6.196944121472577e-05,0.594,76.19462110634726,0.48,1999-03-19,1999-05-28
1,0.00010226815509348938,4.5442689766281394e-05,0.38799999999999996,78.37907614721202,0.52,1999-06-01,1999-08-10
2,0.0001563195453423058,6.801402053320491e-05,0.594,160.62052881550855,0.52,1999-08-11,1999-10-20
3,7.131994546871458e-05,3.32420559643441e-05,0.33199999999999996,92.72297678246818,0.56,1999-10-21,1999-12-31
4,0.00021803916757702838,9.735892900367799e-05,0.412,121.30795639708003,0.54,2000-01-03,2000-03-14
5,0.0002970087462128339,0.00014111961070976728,0.466,73.28954715134262,0.54,2000-03-15,2000-05-24
6,9.617586548853294e-05,4.515768763806284e-05,0.336,110.58317094446382,0.52,2000-05-25,2000-08-04
7,0.00014079440665173417,4.989071420897688e-05,0.38799999999999996,130.92319045877085,0.4,2000-08-07,2000-10-16
8,0.00020793822311001642,9.803965374821415e-05,0.518,97.9600139616898,0.52,2000-10-17,2000-12-27
9,0.00020599721310308468,5.8997143775066964e-05,0.574,97.45981174276557,0.52,2000-12-28,2001-03-12
10,0.000263305734056463,0.00012926860364201366,0.298,101.47025991124248,0.48,2001-03-13,2001-05-22
11,9.300457040455274e-05,4.7616359507305476e-05,0.63,85.69082477508515,0.54,2001-05-23,2001-08-02
12,0.00022180611454188093,0.00011354886384067056,0.638,97.44716433744188,0.56,2001-08-03,2001-10-18
13,0.00010705534402664404,5.190618026129262e-05,0.29400000000000004,403.74207804726865,0.4,2001-10-19,2001-12-31
14,0.00012931541216234794,6.739122881790488e-05,0.47,172.47417878790517,0.54,2002-01-02,2002-03-14
15,0.0001384222476787856,6.887543880955436e-05,0.62,75.56815544762578,0.62,2002-03-15,2002-05-24
16,0.0004967388840296641,0.00022171112698053932,0.732,334.17554285525625,0.6,2002-05-28,2002-08-06
17,0.0004893935411257851,0.0001995879891678913,0.626,198.2420364633509,0.52,2002-08-07,2002-10-16
18,0.0001618904964462912,7.994708536027272e-05,0.47,79.97148299370626,0.46,2002-10-17,2002-12-27
19,0.00022605738430883144,9.81333394574458e-05,0.6779999999999999,6131514710509.985,0.58,2002-12-30,2003-03-12
20,0.00014095295612888534,6.515922014797379e-05,0.28800000000000003,89.8641135744956,0.46,2003-03-13,2003-05-22
21,0.00010782690495200228,5.114717172806006e-05,0.52,69.13780502974167,0.6,2003-05-23,2003-08-04
22,6.063847588422802e-05,3.161621635864427e-05,0.6519999999999999,116.58887862414143,0.58,2003-08-05,2003-10-14
23,4.0399963656785774e-05,2.0182324676608784e-05,0.686,117.10411293668467,0.52,2003-10-15,2003-12-24
24,5.845130972055047e-05,2.4649302180300135e-05,0.54,242.2576628094892,0.56,2003-12-26,2004-03-09
25,6.321310002014589e-05,3.0125047671625914e-05,0.3899999999999999,110.22606019930363,0.48,2004-03-10,2004-05-19
26,4.2702021983584074e-05,2.1527022300421755e-05,0.45799999999999996,108.52537777102809,0.56,2004-05-20,2004-08-02
27,4.542575230975791e-05,2.0251026437902543e-05,0.6,87.34494559500834,0.56,2004-08-03,2004-10-12
28,3.809139128345947e-05,1.87385843817843e-05,0.868,204.79517899473723,0.62,2004-10-13,2004-12-22
29,3.709962576477663e-05,1.8363220095890457e-05,0.44799999999999995,94.84987574397577,0.56,2004-12-23,2005-03-07
30,6.539087236679692e-05,3.15065349993405e-05,0.5519999999999999,134.7647064706862,0.46,2005-03-08,2005-05-17
31,2.950886964459265e-05,1.3901702850535793e-05,0.244,93.32541640114752,0.4,2005-05-18,2005-07-28
32,3.697542175223339e-05,1.62761708590896e-05,0.6779999999999999,121.39662281631387,0.46,2005-07-29,2005-10-07
33,4.671314931181632e-05,2.35878320669445e-05,0.154,284.7581337395949,0.42,2005-10-10,2005-12-19
34,3.906623247004931e-05,1.8975202778244778e-05,0.44799999999999995,228.08144173119194,0.44,2005-12-20,2006-03-03
35,3.2519838657257354e-05,1.446930124304228e-05,0.44199999999999995,121.95818564775281,0.46,2006-03-06,2006-05-15
36,8.428581096954691e-05,3.96686349054294e-05,0.47,287.5026526921739,0.58,2006-05-16,2006-07-26
37,2.7092232954723942e-05,1.2188363396402656e-05,0.05,101.87761616426351,0.4,2006-07-27,2006-10-05
38,2.3141056216027463e-05,1.1098283109204235e-05,0.07,270.92314624541035,0.3,2006-10-06,2006-12-15
39,5.852302362926951e-05,2.0801035745646666e-05,0.24400000000000002,66.2441517618503,0.52,2006-12-18,2007-03-02
40,4.119745646962796e-05,1.8185371836309637e-05,0.124,75.2486389738149,0.36,2007-03-05,2007-05-14
41,0.00010092927598976495,4.137444705683314e-05,0.498,80.42857789842746,0.64,2007-05-15,2007-07-25
42,0.00014033259474683244,7.08128915166787e-05,0.652,112.2360896913448,0.54,2007-07-26,2007-10-04
43,0.0001946732463783541,9.43352183399309e-05,0.29400000000000004,82.20345668972372,0.46,2007-10-05,2007-12-14
44,0.000214281930792686,0.00010190627351836056,0.28,12779890147395.408,0.5,2007-12-17,2008-02-28
45,0.00018991010689623072,9.357776780257403e-05,0.7,83.42346979237911,0.52,2008-02-29,2008-05-09
46,0.00014024571587166227,6.97007904586309e-05,0.19,112.74189838940529,0.58,2008-05-12,2008-07-22
47,0.0007726898233270023,0.0002910961401565332,0.498,75.32802218276854,0.62,2008-07-23,2008-10-01
48,0.0019798871138143378,0.000986429897413692,0.5619999999999999,90.06368511036051,0.5,2008-10-02,2008-12-11
49,0.0005087755307072524,0.00023551799183266605,0.564,72.83191395340222,0.5,2008-12-12,2009-02-25
50,0.0005747807740544459,0.0002773160907866563,0.12,93.27374463490018,0.4,2009-02-26,2009-05-07
51,0.00019788462682990044,9.361550910126211e-05,0.4,97.23388773479714,0.48,2009-05-08,2009-07-20
52,9.753242343253456e-05,4.6052833388843e-05,0.248,103.12305201945927,0.4,2009-07-21,2009-09-29
53,0.00011718455387924803,5.967856656549964e-05,0.368,170.95950130281238,0.42,2009-09-30,2009-12-09
54,0.0001039477252418272,5.132263115810332e-05,0.37799999999999995,116.91912983740964,0.4,2009-12-10,2010-02-23
55,0.00013828199144044688,4.9424377044970474e-05,0.282,90.5463334560735,0.34,2010-02-24,2010-05-05
56,0.00026269450984726597,0.00012049246330720988,0.412,87.87837820158278,0.46,2010-05-06,2010-07-16
