,0,1,2,3,4,5,6
0,0.00014588516467029485,6.227648898222319e-05,0.54,74.19850623318013,0.42,1999-03-19,1999-05-28
1,0.0001056846104827584,4.556321894879426e-05,0.418,76.29761727979076,0.56,1999-06-01,1999-08-10
2,0.00015692717930148564,6.930672649105291e-05,0.37,90.99686014432082,0.52,1999-08-11,1999-10-20
3,6.961199408453907e-05,3.2642156146053034e-05,0.7759999999999999,95.04516832345354,0.54,1999-10-21,1999-12-31
4,0.00021867770760208114,9.703856461838539e-05,0.41,124.64053534642116,0.48,2000-01-03,2000-03-14
5,0.0003073583362593186,0.00014389733966361707,0.266,88.7708036928048,0.52,2000-03-15,2000-05-24
6,9.288766048160687e-05,4.436886671729375e-05,0.49,102.45648552724614,0.56,2000-05-25,2000-08-04
7,0.00014489329373114967,5.157853021126601e-05,0.28800000000000003,145.77254584354242,0.38,2000-08-07,2000-10-16
8,0.00020964440804487565,9.892614928526631e-05,0.5,107.88304585057331,0.54,2000-10-17,2000-12-27
9,0.00020339758111068086,5.9540233836008515e-05,0.618,108.45517029535795,0.56,2000-12-28,2001-03-12
10,0.0002778880520553358,0.00013711089410886878,0.278,129.6181123815419,0.5,2001-03-13,2001-05-22
11,9.424354831190128e-05,4.778832543411665e-05,0.63,90.3236449360609,0.54,2001-05-23,2001-08-02
12,0.00022409742652421515,0.00011458746510554448,0.638,86.57644508826715,0.56,2001-08-03,2001-10-18
13,0.00011090012505611733,5.3900273449003474e-05,0.29400000000000004,502.6697370800326,0.44,2001-10-19,2001-12-31
14,0.0001278204188688981,6.646187617164647e-05,0.452,125.58611747114536,0.4,2002-01-02,2002-03-14
15,0.00013802868304042007,6.869521591059944e-05,0.602,75.36876907559619,0.66,2002-03-15,2002-05-24
16,0.0005022770831891842,0.00022436472094713588,0.752,188.54549113649907,0.58,2002-05-28,2002-08-06
17,0.0004827203560091282,0.00019805165082267915,0.672,166.53193174744064,0.54,2002-08-07,2002-10-16
18,0.00016299737964494847,7.983785426862515e-05,0.488,77.88775289431479,0.54,2002-10-17,2002-12-27
19,0.00022769726385601382,9.917437203194804e-05,0.314,3277977288790.334,0.46,2002-12-30,2003-03-12
20,0.00013889619347633866,6.415720009350988e-05,0.42199999999999993,90.20103848472847,0.6,2003-03-13,2003-05-22
21,0.0001065633011779686,5.0761493996342575e-05,0.53,70.9428246785415,0.54,2003-05-23,2003-08-04
22,6.0655020278637914e-05,3.1598918650478826e-05,0.6559999999999999,117.44795716248262,0.58,2003-08-05,2003-10-14
23,4.150713762585187e-05,2.0407299928705095e-05,0.6,95.03067614360504,0.54,2003-10-15,2003-12-24
24,5.827505886433239e-05,2.472282863998387e-05,0.54,245.31157899359434,0.56,2003-12-26,2004-03-09
25,6.448568450007274e-05,3.0301509616859027e-05,0.3899999999999999,127.81973863108149,0.48,2004-03-10,2004-05-19
26,4.161538774297189e-05,2.1064564401682735e-05,0.45799999999999996,108.2772544036628,0.56,2004-05-20,2004-08-02
27,4.62679597446717e-05,2.055106869100275e-05,0.624,87.46081578176782,0.6,2004-08-03,2004-10-12
28,4.2273284231251863e-05,2.0602062458758374e-05,0.254,109.0431166752033,0.4,2004-10-13,2004-12-22
29,3.8099199245080384e-05,1.8628779516456946e-05,0.47,122.9530601505904,0.46,2004-12-23,2005-03-07
30,6.605719628667506e-05,3.1811750118693564e-05,0.5519999999999999,424.12052134691976,0.54,2005-03-08,2005-05-17
31,3.1425609937596955e-05,1.4770746023382714e-05,0.21,117.8093384303458,0.36,2005-05-18,2005-07-28
32,3.679121799795483e-05,1.6346473182185084e-05,0.65,182.23920026941107,0.46,2005-07-29,2005-10-07
33,4.555870785074768e-05,2.288184500760751e-05,0.15,252.18712785927374,0.4,2005-10-10,2005-12-19
34,3.7858230846556445e-05,1.8315966894360502e-05,0.364,93.33826992465667,0.52,2005-12-20,2006-03-03
35,3.1486491356170144e-05,1.3857378577941954e-05,0.38199999999999995,96.20276847554871,0.48,2006-03-06,2006-05-15
36,8.377458167403893e-05,3.973108869726909e-05,0.308,177.01861493744272,0.52,2006-05-16,2006-07-26
37,2.3602037911839597e-05,1.0849573874484502e-05,0.858,82.89810901843775,0.58,2006-07-27,2006-10-05
38,2.4957440106830867e-05,1.2357942565561314e-05,0.858,957.1806364617944,0.7,2006-10-06,2006-12-15
